type,system_code,system_term,system_defenition,system_display
IdentifierType,VN,Visit number,Visit number,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,VP,Visitor Permit,A number associated with a document identifying a person as a visitor of a jurisdiction or country.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,VS,VISA,VISA,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,WC,WIC identifier,WIC identifier,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,WCN,Workers' Comp Number,Workers' Comp Number,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,WP,Work Permit,A number associated with a permit for a person who is granted permission to work in a country for a specified time period.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,XV,Health Plan Identifier,"National unique health plan identifier required by the US Department of Health and Human Services, Centers for Medicare and Medicaid Services (CMS) in the US Realm.",http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,XX,Organization identifier,Organization identifier,http://terminology.hl7.org/CodeSystem/v2-0203
location-physical-type,si,Site,"A collection of buildings or other locations such as a site or a campus.",http://terminology.hl7.org/CodeSystem/location-physical-type
location-physical-type,bu,Building,"Any Building or structure. This may contain rooms, corridors, wings, etc. It might not have walls, or a roof, but is considered a defined/allocated space.",http://terminology.hl7.org/CodeSystem/location-physical-type
location-physical-type,wi,Wing,"A Wing within a Building, this often contains levels, rooms and corridors.",http://terminology.hl7.org/CodeSystem/location-physical-type
location-physical-type,wa,Ward,"A Ward is a section of a medical facility that may contain rooms and other types of location.",http://terminology.hl7.org/CodeSystem/location-physical-type
location-physical-type,ro,Room,"A space that is allocated as a room, it may have walls/roof etc., but does not require these.",http://terminology.hl7.org/CodeSystem/location-physical-type
location-physical-type,bd,Bed,"A space that is allocated for sleeping/laying on. This is not the physical bed/trolley that may be moved about, but the space it may occupy.",http://terminology.hl7.org/CodeSystem/location-physical-type
location-physical-type,ve,Vehicle,"A means of transportation.",http://terminology.hl7.org/CodeSystem/location-physical-type
location-physical-type,ho,House,"A residential dwelling.",http://terminology.hl7.org/CodeSystem/location-physical-type
location-physical-type,ca,Cabinet,"A cabinet or storage unit.",http://terminology.hl7.org/CodeSystem/location-physical-type
location-physical-type,rd,Road,"A defined path to travel between two points.",http://terminology.hl7.org/CodeSystem/location-physical-type
location-physical-type,area,Area,"A defined physical area.",http://terminology.hl7.org/CodeSystem/location-physical-type
location-physical-type,jdn,Jurisdiction,"Jurisdictional area such as a country, state, or region.",http://terminology.hl7.org/CodeSystem/location-physical-type
organization-type,prov,"Healthcare Provider","An organization that provides healthcare services.",http://terminology.hl7.org/CodeSystem/organization-type
organization-type,dept,"Hospital Department","A department or ward within a hospital (Generally is not applicable to top level organizations)",http://terminology.hl7.org/CodeSystem/organization-type
organization-type,team,"Organizational team","An organizational team is usually a grouping of practitioners that perform a specific function within an organization (which could be a top level organization, or a department).",http://terminology.hl7.org/CodeSystem/organization-type
organization-type,govt,"Government","A political body, often used when including organization records for government bodies such as a Federal Government, State or Local Government.",http://terminology.hl7.org/CodeSystem/organization-type
organization-type,ins,"Insurance Company","A company that provides insurance to its subscribers that may include healthcare related policies.",http://terminology.hl7.org/CodeSystem/organization-type
organization-type,pay,"Payer","A company, charity, or governmental organization, which processes claims and/or issues payments to providers on behalf of patients or groups of patients.",http://terminology.hl7.org/CodeSystem/organization-type
organization-type,edu,"Educational Institute","An educational institution that provides education or research facilities.",http://terminology.hl7.org/CodeSystem/organization-type
organization-type,reli,"Religious Institution","An organization that is identified as a part of a religious institution.",http://terminology.hl7.org/CodeSystem/organization-type
organization-type,crs,"Clinical Research Sponsor","An organization that is identified as a Pharmaceutical/Clinical Research Sponsor.",http://terminology.hl7.org/CodeSystem/organization-type
organization-type,cg,"Community Group","An un-incorporated community group.",http://terminology.hl7.org/CodeSystem/organization-type
organization-type,bus,"Non-Healthcare Business or Corporation","An organization that is a registered business or corporation but not identified by other types.",http://terminology.hl7.org/CodeSystem/organization-type
organization-type,other,"Other","Other type of organization not already specified.",http://terminology.hl7.org/CodeSystem/organization-type
OrderableDrugForm,_AdministrableDrugForm,"AdministrableDrugForm","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,_DispensableDrugForm,"DispensableDrugForm","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,_GasDrugForm,"GasDrugForm","Any elastic aeriform fluid in which the molecules are separated from one another and have free paths.",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,_GasLiquidMixture,"GasLiquidMixture","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,_GasSolidSpray,"GasSolidSpray","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,_Liquid,"Liquid","A state of substance that is an intermediate one entered into as matter goes from solid to gas.",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,_Powder,"Powder","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,_SolidDrugForm,"SolidDrugForm","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,AER,"Aerosol","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,AERSOL,"Aerosol Solution","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,AERSPRY,"Aerosol Spray","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,APPFUL,"Applicatorful","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,BAR,"Bar","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,BAINHL,"Breath Activated Inhaler","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,BAINHLPWD,"Breath Activated Powder Inhaler","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,CRM,"Cream","A semisolid dosage form containing one or more drug substances dissolved or dispersed in a suitable base.",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,DERMSPRY,"Dermal Spray","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,DROP,"Drops","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,FOAM,"Foam","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,FOAMAPL,"Foam with Applicator","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,GASINHL,"Gas for Inhalation","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,GEL,"Gel","A semisolid system consisting of suspensions or large organic molecules interpenetrated by a liquid.",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,GRAN,"Granules","A small particle or grain.",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,INHL,"Inhalant","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,INHLPWD,"Inhalant Powder","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,INHLSOL,"Inhalant Solution","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,LTN,"Lotion","The term lotion has been used to categorize many topical suspensions solutions and emulsions intended for application to the skin.",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,MDINHL,"Metered Dose Inhaler","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,MDINHLPWD,"Metered Dose Powder Inhaler","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,NDROP,"Nasal Drops","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,NASINHL,"Nasal Inhalant","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,NASSPRY,"Nasal Spray","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,OIL,"Oil","An unctuous combustible substance which is liquid or easily liquefiable on warming.",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,OPDROP,"Ophthalmic Drops","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,ORDROP,"Oral Drops","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,OTDROP,"Otic Drops","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,PWD,"Powder","An intimate mixture of dry finely divided drugs and/or chemicals.",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,PWDSPRY,"Powder Spray","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,SCOOP,"Scoops","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,SPRY,"Sprays","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,SPRYADAPT,"Spray with Adaptor","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,TAB,"Tablet","A solid dosage form containing medicinal substances.",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,TOPOIL,"Topical Oil","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,VAGFOAM,"Vaginal foam","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,VAGFOAMAPL,"Vaginal foam with applicator","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,VAGSPRY,"Vaginal Spray","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,CREAMAPL,"Cream with Applicator","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,DERMCRM,"Dermal Cream","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,DERMGEL,"Dermal Gel","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,DERMOINT,"Dermal Ointment","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,DERMPOWD,"Dermal Powder","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,DERMSOL,"Dermal Solution","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,DERMSUSP,"Dermal Suspension","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,ELIX,"Elixir","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,ENEMA,"Enema","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,GARGLE,"Gargle","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,GELAPL,"Gel with Applicator","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,IMPLANT,"Implant","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,INJ,"Injection","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
OrderableDrugForm,INJEMUL,"Injection Emulsion","",http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm
